"pathway","NES","pval","padj","ES","size"
"REACTOME_COLLAGEN_FORMATION",-2.19669533147482,2.61983651464521e-09,2.60976022035811e-07,-0.690198459153765,85
"REACTOME_ASSEMBLY_OF_COLLAGEN_FIBRILS_AND_OTHER_MULTIMERIC_STRUCTURES",-2.19443597956314,5.17368440225155e-08,4.18745081307235e-06,-0.729233535261682,58
"REACTOME_COLLAGEN_DEGRADATION",-2.16480540817028,1.2804672440383e-07,8.72739516331366e-06,-0.719386993129732,58
"REACTOME_DEGRADATION_OF_THE_EXTRACELLULAR_MATRIX",-2.11739417362983,2.15388904813561e-09,2.32440526444635e-07,-0.631743693871307,125
"REACTOME_SEMAPHORIN_INTERACTIONS",-2.0901369699573,5.20194106258954e-07,3.06205167093339e-05,-0.68697273427883,62
"REACTOME_COLLAGEN_BIOSYNTHESIS_AND_MODIFYING_ENZYMES",-2.03007451625126,4.2200772877273e-06,0.000188448278882995,-0.665896323567623,63
"REACTOME_INTERLEUKIN_4_AND_INTERLEUKIN_13_SIGNALING",-2.02745240628851,5.93674195681309e-07,3.23584585944685e-05,-0.62983646885624,91
"REACTOME_COLLAGEN_CHAIN_TRIMERIZATION",-2.01948403551657,1.07264474206079e-05,0.000408551453226094,-0.717710420473336,40
"REACTOME_NON_INTEGRIN_MEMBRANE_ECM_INTERACTIONS",-2.00731028428352,7.69311871849643e-06,0.000301896628498572,-0.671406542557383,56
"REACTOME_EXTRACELLULAR_MATRIX_ORGANIZATION",-1.94618030977619,3.75932605151801e-10,4.42575203337803e-08,-0.533404265510989,270
"REACTOME_A_TETRASACCHARIDE_LINKER_SEQUENCE_IS_REQUIRED_FOR_GAG_SYNTHESIS",-1.94061789653615,5.8029309848046e-05,0.00153363176026979,-0.757801929550112,25
"REACTOME_ACTIVATION_OF_MATRIX_METALLOPROTEINASES",-1.94030978931526,5.8029309848046e-05,0.00153363176026979,-0.757681615166267,25
"REACTOME_ECM_PROTEOGLYCANS",-1.94023121769969,3.13924384386425e-05,0.000967292187388753,-0.629010202153707,68
"REACTOME_SEMA4D_IN_SEMAPHORIN_SIGNALING",-1.93851456823485,0.00011320603949938,0.00271484853984623,-0.764463819653913,24
"REACTOME_MET_PROMOTES_CELL_MOTILITY",-1.92867121116913,0.000146327827463321,0.00326714718215518,-0.688524184789206,39
"REACTOME_SEMA4D_INDUCED_CELL_MIGRATION_AND_GROWTH_CONE_COLLAPSE",-1.92805713639959,0.000145458347576562,0.00326714718215518,-0.790158141200257,20
"REACTOME_KIDNEY_DEVELOPMENT",-1.92622735159145,0.000101874441003231,0.00248919624715442,-0.682973872051285,41
"REACTOME_NETRIN_1_SIGNALING",-1.91808067084459,0.000117397727078337,0.00276418284666267,-0.680085339662078,41
"REACTOME_CDC42_GTPASE_CYCLE",-1.90102125051335,6.24680667846881e-07,3.23584585944685e-05,-0.552716195984823,153
"REACTOME_RET_SIGNALING",-1.87181098545949,0.00033675657503813,0.00621820158871095,-0.683805032378145,35
"REACTOME_DEFECTIVE_B4GALT7_CAUSES_EDS_PROGEROID_TYPE",-1.86724980619912,0.000347660345242116,0.00621820158871095,-0.772957470921901,19
"REACTOME_GPER1_SIGNALING",-1.85573034078306,0.000250735490621049,0.00477503618168028,-0.659513509265179,40
"REACTOME_TGFBR3_EXPRESSION",-1.84954914142392,0.000999043794480614,0.0128095219193306,-0.735244787137356,23
"REACTOME_NOTCH3_INTRACELLULAR_DOMAIN_REGULATES_TRANSCRIPTION",-1.84827534753357,0.000473444135203338,0.00776088803909269,-0.741093318635281,22
"REACTOME_NOTCH_HLH_TRANSCRIPTION_PATHWAY",-1.84428885561398,0.00072836709225898,0.0103652240052239,-0.703653323053047,28
"REACTOME_SYNDECAN_INTERACTIONS",-1.83314795970867,0.000493950619940188,0.00789711176324127,-0.704597403788547,27
"REACTOME_BINDING_AND_UPTAKE_OF_LIGANDS_BY_SCAVENGER_RECEPTORS",-1.83116222990047,0.000835318332839249,0.0112558188320217,-0.668955336641186,35
"REACTOME_CELL_CELL_COMMUNICATION",-1.82961443834043,4.99371327116649e-06,0.000215561956205354,-0.538484059062513,137
"REACTOME_FORMATION_OF_THE_URETERIC_BUD",-1.82454303406364,0.00111187496269965,0.0137131245399624,-0.765156663289388,18
"REACTOME_REGULATION_OF_HOMOTYPIC_CELL_CELL_ADHESION",-1.81832007116514,0.000583757936311408,0.00879030845957295,-0.698898086547895,27
"REACTOME_REGULATION_OF_TP53_ACTIVITY_THROUGH_ACETYLATION",-1.81802351247254,0.00107581661246084,0.0134734707898097,-0.684209876425138,30
"REACTOME_HEPARAN_SULFATE_HEPARIN_HS_GAG_METABOLISM",-1.81593360771815,0.000512963831049622,0.00807815167137756,-0.616225408686036,51
"REACTOME_ADHERENS_JUNCTIONS_INTERACTIONS",-1.80893741724522,0.000462235098156937,0.00767428784760555,-0.618902789174322,49
"REACTOME_RHO_GTPASES_ACTIVATE_CIT",-1.80493125090803,0.000866201214900541,0.0113306118514768,-0.747160390783298,19
"REACTOME_G_ALPHA_12_13_SIGNALLING_EVENTS",-1.80471836375935,0.000322521965345636,0.00605312963945794,-0.577670505441213,75
"REACTOME_SEMA3A_PLEXIN_REPULSION_SIGNALING_BY_INHIBITING_INTEGRIN_ADHESION",-1.80442563684423,0.0016995141190905,0.0186514473239169,-0.801943052627338,14
