"pathway","NES","pval","padj","ES","size"
"HALLMARK_APICAL_JUNCTION",-2.16365449598723,1.2695822383846e-11,6.34791119192299e-10,-0.614147956726534,181
"HALLMARK_MITOTIC_SPINDLE",-2.00709168496955,2.58507764441288e-09,4.30846274068814e-08,-0.564234261917072,199
"HALLMARK_MYOGENESIS",-1.93632623953682,2.05702910942703e-07,2.57128638678379e-06,-0.551764925130667,173
"HALLMARK_TGF_BETA_SIGNALING",-1.88311892104078,0.000160570807771119,0.00100356754856949,-0.634351727517967,53
"HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION",-1.845168484954,7.24930139432344e-07,7.24930139432344e-06,-0.518714359696257,199
"HALLMARK_TNFA_SIGNALING_VIA_NFKB",-1.82879514538973,2.16963355176559e-06,1.54973825126113e-05,-0.514926068018329,196
"HALLMARK_HEDGEHOG_SIGNALING",-1.82042297306747,0.000822586685117497,0.00374460183390188,-0.671153426918604,33
"HALLMARK_WNT_BETA_CATENIN_SIGNALING",-1.7400807695134,0.00207089497891071,0.00862872907879462,-0.61430712226812,41
"HALLMARK_IL6_JAK_STAT3_SIGNALING",-1.62199356666292,0.00341908173233474,0.0107646821289855,-0.519911206988469,72
"HALLMARK_APICAL_SURFACE",-1.5327840912431,0.0184862225322637,0.0462155563306592,-0.541124412525525,41
"HALLMARK_ALLOGRAFT_REJECTION",-1.52570158683672,0.00344469828127537,0.0107646821289855,-0.439746430280768,157
"HALLMARK_ESTROGEN_RESPONSE_EARLY",-1.49881086336896,0.00244146968013475,0.00939026800051825,-0.422424388880087,194
"HALLMARK_G2M_CHECKPOINT",-1.47905631504517,0.00271855773358134,0.00970913476279051,-0.415792788392704,199
"HALLMARK_PEROXISOME",1.42639946910486,0.0156895127993394,0.0412881915772089,0.40358078401747,97
"HALLMARK_MTORC1_SIGNALING",1.45853388150025,0.000823812403458413,0.00374460183390188,0.373136907081306,200
"HALLMARK_ANDROGEN_RESPONSE",1.47250717836331,0.00965250965250965,0.0268125268125268,0.416206577487551,98
"HALLMARK_PROTEIN_SECRETION",1.52483336455633,0.00550206327372765,0.0161825390403754,0.433020094393896,95
"HALLMARK_FATTY_ACID_METABOLISM",1.63659517005052,0.000229990125376761,0.00127772291875978,0.435467354230216,148
"HALLMARK_MYC_TARGETS_V1",1.7690865256244,1.70868545105629e-06,1.42390454254691e-05,0.452585629242778,200
"HALLMARK_OXIDATIVE_PHOSPHORYLATION",2.13566437861884,4.60599459603108e-11,1.15149864900777e-09,0.546934859416468,199
