"pathway","NES","pval","padj","ES","size"
"KEGG_AXON_GUIDANCE",-1.95357210199122,5.8593245341597e-07,2.69528928571346e-05,-0.58271681970128,122
"KEGG_FOCAL_ADHESION",-1.95230864585809,6.4187650889175e-08,3.9368425878694e-06,-0.554888730210557,187
"KEGG_NOTCH_SIGNALING_PATHWAY",-1.94650149868688,5.79222596992429e-05,0.00133221197308259,-0.678793325566369,45
"KEGG_ECM_RECEPTOR_INTERACTION",-1.93023467742845,1.15477926385688e-05,0.000354132307582776,-0.613875870200908,78
"KEGG_HEDGEHOG_SIGNALING_PATHWAY",-1.89621662300702,7.14595518012648e-05,0.00145611537370165,-0.659230841863241,46
"KEGG_PATHWAYS_IN_CANCER",-1.86421703154743,3.59506699562467e-09,3.3074616359747e-07,-0.505589611911932,306
"KEGG_ACUTE_MYELOID_LEUKEMIA",-1.83727752109765,0.000223202547208777,0.002737951245761,-0.619010157019454,55
"KEGG_ADHERENS_JUNCTION",-1.79766412914077,0.000144355197087046,0.00192065450086286,-0.57893324793249,72
"KEGG_BASAL_CELL_CARCINOMA",-1.79496638907283,0.000510988188831595,0.00522343481916741,-0.613157861643032,50
"KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_CHONDROITIN_SULFATE",-1.74379751086939,0.00314756526569154,0.0241203634738567,-0.699306415507376,22
"KEGG_REGULATION_OF_ACTIN_CYTOSKELETON",-1.71526938845028,4.89591937884316e-05,0.00128692737958163,-0.486265777629425,191
"KEGG_BLADDER_CANCER",-1.70390935308311,0.00396825396825397,0.0280830280830281,-0.6021403653345,42
"KEGG_CHEMOKINE_SIGNALING_PATHWAY",-1.69303823176228,0.000146136755500435,0.00192065450086286,-0.493515195793589,148
"KEGG_LEUKOCYTE_TRANSENDOTHELIAL_MIGRATION",-1.65491995180337,0.00110539319886878,0.0107048604522029,-0.506031889045283,102
"KEGG_MELANOGENESIS",-1.57426325495806,0.00315258511979823,0.0241203634738567,-0.489447176352093,91
"KEGG_SMALL_CELL_LUNG_CANCER",-1.56794711282318,0.0057784911717496,0.0342981411484492,-0.496411636854703,81
"KEGG_WNT_SIGNALING_PATHWAY",-1.54447357785074,0.00327722329807836,0.0241203634738567,-0.453978439623744,137
"KEGG_CYTOKINE_CYTOKINE_RECEPTOR_INTERACTION",-1.46284971624687,0.00569232958588302,0.0342981411484492,-0.416016861781116,186
"KEGG_ENDOCYTOSIS",-1.46069196705764,0.00562202681274326,0.0342981411484492,-0.418428425821763,172
"KEGG_COMPLEMENT_AND_COAGULATION_CASCADES",1.65965207559106,0.00180256498696177,0.0156189769759556,0.511674461469387,59
"KEGG_BUTANOATE_METABOLISM",1.74228223152553,0.00422691879866518,0.0288056688501627,0.623023389347831,28
"KEGG_TERPENOID_BACKBONE_BIOSYNTHESIS",1.74264873860017,0.00438688113641111,0.028828076039273,0.73513156503685,14
"KEGG_PARKINSONS_DISEASE",1.75037224104651,0.000103610261133721,0.00158869067071705,0.475946748491062,122
"KEGG_FATTY_ACID_METABOLISM",1.77613963075742,0.00125223668745373,0.0115205775245743,0.589058932747668,41
"KEGG_ALLOGRAFT_REJECTION",1.79686751650223,0.0018674863775599,0.0156189769759556,0.657985943197409,25
"KEGG_SYSTEMIC_LUPUS_ERYTHEMATOSUS",1.80005470005278,7.91367050924812e-05,0.00145611537370165,0.497359013439395,108
"KEGG_RETINOL_METABOLISM",1.85167759719339,0.000309604563244708,0.00356045247731414,0.597839863103996,47
"KEGG_ASTHMA",1.86274197216328,0.000340269849123716,0.00368292071992728,0.727859002985853,19
"KEGG_OXIDATIVE_PHOSPHORYLATION",1.86708034802558,3.22476167184206e-06,0.000118671229523788,0.506238420403172,125
"KEGG_AUTOIMMUNE_THYROID_DISEASE",1.94766682585618,0.000103022476047381,0.00158869067071705,0.696466947322747,28
"KEGG_RIBOSOME",2.48188441456656,3.77684688165396e-13,6.94939826224329e-11,0.717089442467091,84
